DayOfWeek,Mean,Store
1,9.692791275067025,195
2,9.692791275067025,195
3,9.77832942330783,195
4,9.335183341526609,195
5,9.692791275067025,195
6,9.692791275067025,195
1,9.692791275067025,196
2,9.692791275067025,196
3,9.77832942330783,196
4,9.335183341526609,196
5,9.692791275067025,196
6,9.692791275067025,196
1,9.692791275067025,197
2,9.692791275067025,197
3,9.77832942330783,197
4,9.335183341526609,197
5,9.692791275067025,197
6,9.692791275067025,197
1,9.692791275067025,198
2,9.692791275067025,198
3,9.77832942330783,198
4,9.335183341526609,198
5,9.692791275067025,198
6,9.692791275067025,198
1,9.692791275067025,199
2,9.692791275067025,199
3,9.77832942330783,199
4,9.335183341526609,199
5,9.692791275067025,199
6,9.692791275067025,199
1,9.692791275067025,200
2,9.692791275067025,200
3,9.77832942330783,200
4,9.335183341526609,200
5,9.692791275067025,200
6,9.692791275067025,200
1,9.692791275067025,201
2,9.692791275067025,201
3,9.77832942330783,201
4,9.335183341526609,201
5,9.692791275067025,201
6,9.692791275067025,201
1,9.692791275067025,202
2,9.692791275067025,202
3,9.77832942330783,202
4,9.335183341526609,202
5,9.692791275067025,202
6,9.692791275067025,202
1,9.692791275067025,203
2,9.335183341526609,203
3,9.77832942330783,203
4,9.335183341526609,203
5,9.692791275067025,203
6,9.692791275067025,203
1,9.221540677622308,204
2,9.57745456362713,204
3,9.221540677622308,204
4,9.221540677622308,204
5,9.205433514545172,204
6,9.221540677622308,204
1,9.692791275067025,205
2,9.692791275067025,205
3,9.77832942330783,205
4,9.335183341526609,205
5,9.692791275067025,205
6,9.692791275067025,205
1,9.692791275067025,206
2,9.692791275067025,206
3,9.77832942330783,206
4,9.335183341526609,206
5,9.692791275067025,206
6,9.692791275067025,206
1,9.692791275067025,207
2,9.692791275067025,207
3,9.77832942330783,207
4,9.335183341526609,207
5,9.692791275067025,207
6,9.692791275067025,207
1,9.692791275067025,208
2,9.692791275067025,208
3,9.77832942330783,208
4,9.335183341526609,208
5,9.692791275067025,208
6,9.692791275067025,208
1,9.692791275067025,209
2,9.692791275067025,209
3,9.77832942330783,209
4,9.335183341526609,209
5,9.692791275067025,209
6,9.692791275067025,209
1,9.692791275067025,210
2,9.692791275067025,210
3,9.77832942330783,210
4,9.335183341526609,210
5,9.692791275067025,210
6,9.692791275067025,210
1,9.692791275067025,211
2,9.692791275067025,211
3,9.77832942330783,211
4,9.335183341526609,211
5,9.692791275067025,211
6,9.692791275067025,211
1,9.692791275067025,212
2,9.692791275067025,212
3,9.77832942330783,212
4,9.335183341526609,212
5,9.692791275067025,212
6,9.692791275067025,212
1,9.692791275067025,213
2,9.692791275067025,213
3,9.77832942330783,213
4,9.335183341526609,213
5,9.692791275067025,213
6,9.692791275067025,213
1,9.692791275067025,214
2,9.692791275067025,214
3,9.77832942330783,214
4,9.335183341526609,214
5,9.692791275067025,214
6,9.692791275067025,214
1,9.221540677622308,215
2,9.57745456362713,215
3,9.221540677622308,215
4,9.221540677622308,215
5,9.205433514545172,215
6,9.221540677622308,215
1,9.692791275067025,216
2,9.692791275067025,216
3,9.77832942330783,216
4,9.335183341526609,216
5,9.692791275067025,216
6,9.692791275067025,216
1,9.692791275067025,217
2,9.692791275067025,217
3,9.77832942330783,217
4,9.335183341526609,217
5,9.692791275067025,217
6,9.692791275067025,217
1,9.221540677622308,218
2,9.57745456362713,218
3,9.221540677622308,218
4,9.221540677622308,218
5,9.205433514545172,218
6,9.221540677622308,218
1,9.692791275067025,219
2,9.692791275067025,219
3,9.77832942330783,219
4,9.335183341526609,219
5,9.692791275067025,219
6,9.692791275067025,219
1,9.692791275067025,220
2,9.692791275067025,220
3,9.77832942330783,220
4,9.335183341526609,220
5,9.692791275067025,220
6,9.692791275067025,220
1,9.692791275067025,221
2,9.692791275067025,221
3,9.77832942330783,221
4,9.335183341526609,221
5,9.692791275067025,221
6,9.692791275067025,221
1,9.692791275067025,222
2,9.692791275067025,222
3,9.77832942330783,222
4,9.335183341526609,222
5,9.692791275067025,222
6,9.692791275067025,222
1,9.692791275067025,223
2,9.692791275067025,223
3,9.77832942330783,223
4,9.335183341526609,223
5,9.692791275067025,223
6,9.692791275067025,223
1,9.692791275067025,224
2,9.335183341526609,224
3,9.77832942330783,224
4,9.335183341526609,224
5,9.692791275067025,224
6,9.692791275067025,224
1,9.692791275067025,225
2,9.335183341526609,225
3,9.77832942330783,225
4,9.335183341526609,225
5,9.692791275067025,225
6,9.692791275067025,225
1,9.692791275067025,226
2,9.692791275067025,226
3,9.77832942330783,226
4,9.335183341526609,226
5,9.692791275067025,226
6,9.692791275067025,226
1,9.692791275067025,227
2,9.692791275067025,227
3,9.77832942330783,227
4,9.335183341526609,227
5,9.692791275067025,227
6,9.692791275067025,227
1,9.692791275067025,228
2,9.692791275067025,228
3,9.77832942330783,228
4,9.335183341526609,228
5,9.692791275067025,228
6,9.692791275067025,228
1,9.692791275067025,229
2,9.692791275067025,229
3,9.77832942330783,229
4,9.335183341526609,229
5,9.692791275067025,229
6,9.692791275067025,229
1,9.692791275067025,230
2,9.692791275067025,230
3,9.77832942330783,230
4,9.335183341526609,230
5,9.692791275067025,230
6,9.692791275067025,230
1,9.221540677622308,231
2,9.57745456362713,231
3,9.221540677622308,231
4,9.221540677622308,231
5,9.205433514545172,231
6,9.221540677622308,231
1,9.692791275067025,232
2,9.335183341526609,232
3,9.77832942330783,232
4,9.335183341526609,232
5,9.692791275067025,232
6,9.692791275067025,232
1,9.692791275067025,233
2,9.692791275067025,233
3,9.77832942330783,233
4,9.335183341526609,233
5,9.692791275067025,233
6,9.692791275067025,233
1,9.692791275067025,234
2,9.692791275067025,234
3,9.77832942330783,234
4,9.335183341526609,234
5,9.692791275067025,234
6,9.692791275067025,234
1,9.692791275067025,235
2,9.692791275067025,235
3,9.77832942330783,235
4,9.335183341526609,235
5,9.692791275067025,235
6,9.692791275067025,235
1,9.692791275067025,236
2,9.692791275067025,236
3,9.77832942330783,236
4,9.335183341526609,236
5,9.692791275067025,236
6,9.692791275067025,236
1,9.692791275067025,237
2,9.692791275067025,237
3,9.77832942330783,237
4,9.335183341526609,237
5,9.692791275067025,237
6,9.692791275067025,237
1,9.692791275067025,238
2,9.692791275067025,238
3,9.77832942330783,238
4,9.335183341526609,238
5,9.692791275067025,238
6,9.692791275067025,238
1,9.692791275067025,239
2,9.692791275067025,239
3,9.77832942330783,239
4,9.335183341526609,239
5,9.692791275067025,239
6,9.692791275067025,239
1,9.692791275067025,240
2,9.692791275067025,240
3,9.77832942330783,240
4,9.335183341526609,240
5,9.692791275067025,240
6,9.692791275067025,240
1,9.692791275067025,241
2,9.692791275067025,241
3,9.77832942330783,241
4,9.335183341526609,241
5,9.692791275067025,241
6,9.692791275067025,241
1,9.692791275067025,242
2,9.692791275067025,242
3,9.77832942330783,242
4,9.335183341526609,242
5,9.692791275067025,242
6,9.692791275067025,242
1,9.221540677622308,243
2,9.57745456362713,243
3,9.221540677622308,243
4,9.221540677622308,243
5,9.205433514545172,243
6,9.221540677622308,243
1,9.692791275067025,244
2,9.692791275067025,244
3,9.77832942330783,244
4,9.335183341526609,244
5,9.692791275067025,244
6,9.692791275067025,244
1,9.692791275067025,245
2,9.692791275067025,245
3,9.77832942330783,245
4,9.335183341526609,245
5,9.692791275067025,245
6,9.692791275067025,245
1,9.692791275067025,246
2,9.692791275067025,246
3,9.77832942330783,246
4,9.335183341526609,246
5,9.692791275067025,246
6,9.692791275067025,246
1,9.692791275067025,247
2,9.692791275067025,247
3,9.77832942330783,247
4,9.335183341526609,247
5,9.692791275067025,247
6,9.692791275067025,247
1,9.692791275067025,248
2,9.692791275067025,248
3,9.77832942330783,248
4,9.335183341526609,248
5,9.692791275067025,248
6,9.692791275067025,248
1,9.692791275067025,249
2,9.692791275067025,249
3,9.77832942330783,249
4,9.335183341526609,249
5,9.692791275067025,249
6,9.692791275067025,249
1,9.692791275067025,250
2,9.692791275067025,250
3,9.77832942330783,250
4,9.335183341526609,250
5,9.692791275067025,250
6,9.692791275067025,250
1,9.692791275067025,251
2,9.692791275067025,251
3,9.77832942330783,251
4,9.335183341526609,251
5,9.692791275067025,251
6,9.692791275067025,251
1,9.692791275067025,252
2,9.692791275067025,252
3,9.77832942330783,252
4,9.335183341526609,252
5,9.692791275067025,252
6,9.692791275067025,252
1,9.692791275067025,253
2,9.692791275067025,253
3,9.77832942330783,253
4,9.335183341526609,253
5,9.692791275067025,253
6,9.692791275067025,253
1,9.692791275067025,254
2,9.692791275067025,254
3,9.77832942330783,254
4,9.335183341526609,254
5,9.692791275067025,254
6,9.692791275067025,254
1,9.692791275067025,255
2,9.692791275067025,255
3,9.77832942330783,255
4,9.335183341526609,255
5,9.692791275067025,255
6,9.692791275067025,255
1,9.692791275067025,256
2,9.692791275067025,256
3,9.77832942330783,256
4,9.335183341526609,256
5,9.692791275067025,256
6,9.692791275067025,256
1,9.692791275067025,257
2,9.692791275067025,257
3,9.77832942330783,257
4,9.335183341526609,257
5,9.692791275067025,257
6,9.692791275067025,257
1,9.221540677622308,258
2,9.57745456362713,258
3,9.221540677622308,258
4,9.221540677622308,258
5,9.205433514545172,258
6,9.221540677622308,258
1,9.692791275067025,259
2,9.692791275067025,259
3,9.77832942330783,259
4,9.77832942330783,259
5,9.77832942330783,259
6,9.692791275067025,259
1,9.692791275067025,260
2,9.692791275067025,260
3,9.77832942330783,260
4,9.335183341526609,260
5,9.692791275067025,260
6,9.692791275067025,260
1,9.692791275067025,261
2,9.692791275067025,261
3,9.77832942330783,261
4,9.335183341526609,261
5,9.692791275067025,261
6,9.692791275067025,261
1,9.692791275067025,262
2,9.692791275067025,262
3,9.77832942330783,262
4,9.77832942330783,262
5,9.77832942330783,262
6,9.692791275067025,262
1,9.221540677622308,263
2,9.57745456362713,263
3,9.221540677622308,263
4,9.221540677622308,263
5,9.205433514545172,263
6,9.221540677622308,263
1,9.692791275067025,264
2,9.692791275067025,264
3,9.77832942330783,264
4,9.335183341526609,264
5,9.692791275067025,264
6,9.692791275067025,264
1,9.692791275067025,265
2,9.692791275067025,265
3,9.77832942330783,265
4,9.335183341526609,265
5,9.692791275067025,265
6,9.692791275067025,265
1,9.692791275067025,266
2,9.692791275067025,266
3,9.77832942330783,266
4,9.335183341526609,266
5,9.692791275067025,266
6,9.692791275067025,266
1,9.692791275067025,267
2,9.692791275067025,267
3,9.77832942330783,267
4,9.335183341526609,267
5,9.692791275067025,267
6,9.692791275067025,267
1,9.692791275067025,268
2,9.692791275067025,268
3,9.77832942330783,268
4,9.335183341526609,268
5,9.692791275067025,268
6,9.692791275067025,268
1,9.692791275067025,269
2,9.692791275067025,269
3,9.77832942330783,269
4,9.335183341526609,269
5,9.692791275067025,269
6,9.692791275067025,269
1,9.692791275067025,270
2,9.692791275067025,270
3,9.77832942330783,270
4,9.335183341526609,270
5,9.692791275067025,270
6,9.692791275067025,270
1,9.692791275067025,271
2,9.692791275067025,271
3,9.77832942330783,271
4,9.335183341526609,271
5,9.692791275067025,271
6,9.692791275067025,271
1,9.692791275067025,272
2,9.692791275067025,272
3,9.77832942330783,272
4,9.335183341526609,272
5,9.692791275067025,272
6,9.692791275067025,272
1,9.692791275067025,273
2,9.692791275067025,273
3,9.77832942330783,273
4,9.335183341526609,273
5,9.692791275067025,273
6,9.692791275067025,273
1,9.692791275067025,274
2,9.692791275067025,274
3,9.77832942330783,274
4,9.77832942330783,274
5,9.77832942330783,274
6,9.692791275067025,274
1,9.221540677622308,275
2,9.57745456362713,275
3,9.221540677622308,275
4,9.221540677622308,275
5,9.205433514545172,275
6,9.221540677622308,275
1,9.692791275067025,276
2,9.692791275067025,276
3,9.77832942330783,276
4,9.335183341526609,276
5,9.692791275067025,276
6,9.692791275067025,276
1,9.221540677622308,277
2,9.57745456362713,277
3,9.221540677622308,277
4,9.221540677622308,277
5,9.205433514545172,277
6,9.221540677622308,277
1,9.692791275067025,278
2,9.692791275067025,278
3,9.77832942330783,278
4,9.335183341526609,278
5,9.692791275067025,278
6,9.692791275067025,278
1,9.221540677622308,279
2,9.57745456362713,279
3,9.221540677622308,279
4,9.221540677622308,279
5,9.205433514545172,279
6,9.221540677622308,279
1,9.692791275067025,280
2,9.335183341526609,280
3,9.77832942330783,280
4,9.335183341526609,280
5,9.692791275067025,280
6,9.692791275067025,280
1,9.692791275067025,281
2,9.692791275067025,281
3,9.77832942330783,281
4,9.335183341526609,281
5,9.692791275067025,281
6,9.692791275067025,281
1,9.692791275067025,282
2,9.692791275067025,282
3,9.77832942330783,282
4,9.335183341526609,282
5,9.692791275067025,282
6,9.692791275067025,282
1,9.221540677622308,283
2,9.57745456362713,283
3,9.221540677622308,283
4,9.221540677622308,283
5,9.205433514545172,283
6,9.221540677622308,283
1,9.221540677622308,284
2,9.57745456362713,284
3,9.221540677622308,284
4,9.221540677622308,284
5,9.205433514545172,284
6,9.221540677622308,284
1,9.692791275067025,285
2,9.692791275067025,285
3,9.77832942330783,285
4,9.335183341526609,285
5,9.692791275067025,285
6,9.692791275067025,285
1,9.692791275067025,286
2,9.692791275067025,286
3,9.77832942330783,286
4,9.335183341526609,286
5,9.692791275067025,286
6,9.692791275067025,286
1,9.221540677622308,287
2,9.57745456362713,287
3,9.221540677622308,287
4,9.221540677622308,287
5,9.205433514545172,287
6,9.221540677622308,287
1,9.221540677622308,288
2,9.57745456362713,288
3,9.221540677622308,288
4,9.221540677622308,288
5,9.205433514545172,288
6,9.221540677622308,288
1,9.692791275067025,289
2,9.692791275067025,289
3,9.77832942330783,289
4,9.335183341526609,289
5,9.692791275067025,289
6,9.692791275067025,289
1,9.692791275067025,290
2,9.692791275067025,290
3,9.77832942330783,290
4,9.335183341526609,290
5,9.692791275067025,290
6,9.692791275067025,290
1,9.692791275067025,291
2,9.692791275067025,291
3,9.77832942330783,291
4,9.335183341526609,291
5,9.692791275067025,291
6,9.692791275067025,291
1,9.692791275067025,292
2,9.692791275067025,292
3,9.77832942330783,292
4,9.335183341526609,292
5,9.692791275067025,292
6,9.692791275067025,292
1,9.692791275067025,293
2,9.692791275067025,293
3,9.77832942330783,293
4,9.335183341526609,293
5,9.692791275067025,293
6,9.692791275067025,293
1,9.692791275067025,294
2,9.692791275067025,294
3,9.77832942330783,294
4,9.335183341526609,294
5,9.692791275067025,294
6,9.692791275067025,294
1,9.692791275067025,295
2,9.335183341526609,295
3,9.77832942330783,295
4,9.335183341526609,295
5,9.692791275067025,295
6,9.692791275067025,295
1,9.692791275067025,296
2,9.692791275067025,296
3,9.77832942330783,296
4,9.335183341526609,296
5,9.692791275067025,296
6,9.692791275067025,296
1,9.692791275067025,297
2,9.335183341526609,297
3,9.77832942330783,297
4,9.335183341526609,297
5,9.692791275067025,297
6,9.692791275067025,297
1,9.221540677622308,298
2,9.57745456362713,298
3,9.221540677622308,298
4,9.221540677622308,298
5,9.205433514545172,298
6,9.221540677622308,298
1,9.692791275067025,299
2,9.692791275067025,299
3,9.77832942330783,299
4,9.335183341526609,299
5,9.77832942330783,299
6,9.692791275067025,299
1,9.692791275067025,300
2,9.692791275067025,300
3,9.77832942330783,300
4,9.335183341526609,300
5,9.692791275067025,300
6,9.692791275067025,300
1,9.692791275067025,301
2,9.692791275067025,301
3,9.77832942330783,301
4,9.335183341526609,301
5,9.692791275067025,301
6,9.692791275067025,301
1,9.692791275067025,302
2,9.692791275067025,302
3,9.77832942330783,302
4,9.335183341526609,302
5,9.692791275067025,302
6,9.692791275067025,302
1,9.692791275067025,303
2,9.692791275067025,303
3,9.77832942330783,303
4,9.335183341526609,303
5,9.692791275067025,303
6,9.692791275067025,303
1,9.692791275067025,304
2,9.692791275067025,304
3,9.77832942330783,304
4,9.335183341526609,304
5,9.692791275067025,304
6,9.692791275067025,304
1,9.692791275067025,305
2,9.692791275067025,305
3,9.77832942330783,305
4,9.335183341526609,305
5,9.692791275067025,305
6,9.692791275067025,305
1,9.221540677622308,306
2,9.57745456362713,306
3,9.221540677622308,306
4,9.221540677622308,306
5,9.205433514545172,306
6,9.221540677622308,306
1,9.692791275067025,307
2,9.692791275067025,307
3,9.77832942330783,307
4,9.335183341526609,307
5,9.692791275067025,307
6,9.692791275067025,307
1,9.692791275067025,308
2,9.692791275067025,308
3,9.77832942330783,308
4,9.335183341526609,308
5,9.692791275067025,308
6,9.692791275067025,308
1,9.692791275067025,309
2,9.692791275067025,309
3,9.77832942330783,309
4,9.335183341526609,309
5,9.692791275067025,309
6,9.692791275067025,309
1,9.692791275067025,310
2,9.692791275067025,310
3,9.77832942330783,310
4,9.335183341526609,310
5,9.692791275067025,310
6,9.692791275067025,310
1,9.692791275067025,311
2,9.692791275067025,311
3,9.77832942330783,311
4,9.335183341526609,311
5,9.692791275067025,311
6,9.692791275067025,311
1,9.692791275067025,312
2,9.692791275067025,312
3,9.77832942330783,312
4,9.335183341526609,312
5,9.692791275067025,312
6,9.692791275067025,312
1,9.692791275067025,313
2,9.692791275067025,313
3,9.77832942330783,313
4,9.335183341526609,313
5,9.692791275067025,313
6,9.692791275067025,313
1,9.692791275067025,314
2,9.692791275067025,314
3,9.77832942330783,314
4,9.335183341526609,314
5,9.692791275067025,314
6,9.692791275067025,314
1,9.692791275067025,315
2,9.692791275067025,315
3,9.77832942330783,315
4,9.335183341526609,315
5,9.692791275067025,315
6,9.692791275067025,315
1,9.692791275067025,316
2,9.692791275067025,316
3,9.77832942330783,316
4,9.335183341526609,316
5,9.692791275067025,316
6,9.692791275067025,316
1,9.221540677622308,317
2,9.57745456362713,317
3,9.221540677622308,317
4,9.221540677622308,317
5,9.205433514545172,317
6,9.221540677622308,317
1,9.692791275067025,318
2,9.692791275067025,318
3,9.77832942330783,318
4,9.335183341526609,318
5,9.692791275067025,318
6,9.692791275067025,318
1,9.692791275067025,319
2,9.692791275067025,319
3,9.77832942330783,319
4,9.335183341526609,319
5,9.692791275067025,319
6,9.692791275067025,319
1,9.692791275067025,320
2,9.692791275067025,320
3,9.77832942330783,320
4,9.335183341526609,320
5,9.692791275067025,320
6,9.692791275067025,320
1,9.692791275067025,321
2,9.692791275067025,321
3,9.77832942330783,321
4,9.335183341526609,321
5,9.692791275067025,321
6,9.692791275067025,321
1,9.692791275067025,322
2,9.692791275067025,322
3,9.77832942330783,322
4,9.335183341526609,322
5,9.692791275067025,322
6,9.692791275067025,322
1,9.692791275067025,323
2,9.692791275067025,323
3,9.77832942330783,323
4,9.335183341526609,323
5,9.692791275067025,323
6,9.692791275067025,323
1,9.692791275067025,324
2,9.335183341526609,324
3,9.77832942330783,324
4,9.335183341526609,324
5,9.692791275067025,324
6,9.692791275067025,324
1,9.692791275067025,325
2,9.692791275067025,325
3,9.77832942330783,325
4,9.335183341526609,325
5,9.692791275067025,325
6,9.692791275067025,325
1,9.692791275067025,326
2,9.692791275067025,326
3,9.77832942330783,326
4,9.335183341526609,326
5,9.692791275067025,326
6,9.692791275067025,326
1,9.692791275067025,327
2,9.335183341526609,327
3,9.77832942330783,327
4,9.335183341526609,327
5,9.692791275067025,327
6,9.692791275067025,327
1,9.692791275067025,328
2,9.692791275067025,328
3,9.77832942330783,328
4,9.335183341526609,328
5,9.692791275067025,328
6,9.692791275067025,328
1,9.692791275067025,329
2,9.692791275067025,329
3,9.77832942330783,329
4,9.335183341526609,329
5,9.692791275067025,329
6,9.692791275067025,329
1,9.692791275067025,330
2,9.692791275067025,330
3,9.77832942330783,330
4,9.335183341526609,330
5,9.692791275067025,330
6,9.692791275067025,330
1,9.692791275067025,331
2,9.692791275067025,331
3,9.77832942330783,331
4,9.335183341526609,331
5,9.692791275067025,331
6,9.692791275067025,331
1,9.692791275067025,332
2,9.335183341526609,332
3,9.77832942330783,332
4,9.335183341526609,332
5,9.692791275067025,332
6,9.692791275067025,332
1,9.692791275067025,333
2,9.692791275067025,333
3,9.77832942330783,333
4,9.335183341526609,333
5,9.692791275067025,333
6,9.692791275067025,333
1,9.692791275067025,334
2,9.692791275067025,334
3,9.77832942330783,334
4,9.335183341526609,334
5,9.692791275067025,334
6,9.692791275067025,334
1,9.692791275067025,335
2,9.692791275067025,335
3,9.77832942330783,335
4,9.77832942330783,335
5,9.77832942330783,335
6,9.692791275067025,335
1,9.692791275067025,336
2,9.692791275067025,336
3,9.77832942330783,336
4,9.335183341526609,336
5,9.692791275067025,336
6,9.692791275067025,336
1,9.692791275067025,337
2,9.692791275067025,337
3,9.77832942330783,337
4,9.335183341526609,337
5,9.692791275067025,337
6,9.692791275067025,337
1,9.692791275067025,338
2,9.692791275067025,338
3,9.77832942330783,338
4,9.335183341526609,338
5,9.692791275067025,338
6,9.692791275067025,338
1,9.692791275067025,339
2,9.692791275067025,339
3,9.77832942330783,339
4,9.335183341526609,339
5,9.692791275067025,339
6,9.692791275067025,339
1,9.692791275067025,340
2,9.692791275067025,340
3,9.77832942330783,340
4,9.335183341526609,340
5,9.692791275067025,340
6,9.692791275067025,340
1,9.692791275067025,341
2,9.692791275067025,341
3,9.77832942330783,341
4,9.335183341526609,341
5,9.692791275067025,341
6,9.692791275067025,341
1,9.221540677622308,342
2,9.57745456362713,342
3,9.221540677622308,342
4,9.221540677622308,342
5,9.205433514545172,342
6,9.221540677622308,342
1,9.692791275067025,343
2,9.692791275067025,343
3,9.77832942330783,343
4,9.335183341526609,343
5,9.692791275067025,343
6,9.692791275067025,343
1,9.692791275067025,344
2,9.692791275067025,344
3,9.77832942330783,344
4,9.335183341526609,344
5,9.692791275067025,344
6,9.692791275067025,344
1,9.221540677622308,345
2,9.57745456362713,345
3,9.221540677622308,345
4,9.221540677622308,345
5,9.205433514545172,345
6,9.221540677622308,345
1,9.692791275067025,346
2,9.692791275067025,346
3,9.77832942330783,346
4,9.335183341526609,346
5,9.692791275067025,346
6,9.692791275067025,346
1,9.692791275067025,347
2,9.335183341526609,347
3,9.77832942330783,347
4,9.335183341526609,347
5,9.692791275067025,347
6,9.692791275067025,347
1,9.221540677622308,348
2,9.57745456362713,348
3,9.221540677622308,348
4,9.221540677622308,348
5,9.205433514545172,348
6,9.221540677622308,348
1,9.692791275067025,349
2,9.692791275067025,349
3,9.77832942330783,349
4,9.335183341526609,349
5,9.692791275067025,349
6,9.692791275067025,349
1,9.692791275067025,350
2,9.692791275067025,350
3,9.77832942330783,350
4,9.335183341526609,350
5,9.692791275067025,350
6,9.692791275067025,350
1,9.692791275067025,351
2,9.692791275067025,351
3,9.77832942330783,351
4,9.335183341526609,351
5,9.692791275067025,351
6,9.692791275067025,351
1,9.692791275067025,352
2,9.692791275067025,352
3,9.77832942330783,352
4,9.335183341526609,352
5,9.692791275067025,352
6,9.692791275067025,352
1,9.692791275067025,353
2,9.692791275067025,353
3,9.77832942330783,353
4,9.77832942330783,353
5,9.77832942330783,353
6,9.692791275067025,353
1,9.692791275067025,354
2,9.692791275067025,354
3,9.77832942330783,354
4,9.335183341526609,354
5,9.692791275067025,354
6,9.692791275067025,354
1,9.692791275067025,355
2,9.692791275067025,355
3,9.77832942330783,355
4,9.335183341526609,355
5,9.692791275067025,355
6,9.692791275067025,355
1,9.692791275067025,356
2,9.335183341526609,356
3,9.77832942330783,356
4,9.335183341526609,356
5,9.692791275067025,356
6,9.692791275067025,356
1,9.692791275067025,357
2,9.692791275067025,357
3,9.77832942330783,357
4,9.335183341526609,357
5,9.692791275067025,357
6,9.692791275067025,357
1,9.692791275067025,358
2,9.692791275067025,358
3,9.77832942330783,358
4,9.335183341526609,358
5,9.692791275067025,358
6,9.692791275067025,358
1,9.692791275067025,359
2,9.692791275067025,359
3,9.77832942330783,359
4,9.335183341526609,359
5,9.692791275067025,359
6,9.692791275067025,359
1,9.692791275067025,360
2,9.692791275067025,360
3,9.77832942330783,360
4,9.335183341526609,360
5,9.692791275067025,360
6,9.692791275067025,360
1,9.692791275067025,361
2,9.335183341526609,361
3,9.77832942330783,361
4,9.335183341526609,361
5,9.692791275067025,361
6,9.692791275067025,361
1,9.692791275067025,362
2,9.692791275067025,362
3,9.77832942330783,362
4,9.335183341526609,362
5,9.692791275067025,362
6,9.692791275067025,362
1,9.692791275067025,363
2,9.692791275067025,363
3,9.77832942330783,363
4,9.335183341526609,363
5,9.692791275067025,363
6,9.692791275067025,363
1,9.692791275067025,364
2,9.692791275067025,364
3,9.77832942330783,364
4,9.335183341526609,364
5,9.692791275067025,364
6,9.692791275067025,364
1,9.221540677622308,365
2,9.57745456362713,365
3,9.221540677622308,365
4,9.221540677622308,365
5,9.205433514545172,365
6,9.221540677622308,365
1,9.692791275067025,366
2,9.335183341526609,366
3,9.77832942330783,366
4,9.335183341526609,366
5,9.692791275067025,366
6,9.692791275067025,366
1,9.692791275067025,367
2,9.692791275067025,367
3,9.77832942330783,367
4,9.335183341526609,367
5,9.692791275067025,367
6,9.692791275067025,367
1,9.692791275067025,368
2,9.335183341526609,368
3,9.77832942330783,368
4,9.335183341526609,368
5,9.692791275067025,368
6,9.692791275067025,368
1,9.692791275067025,369
2,9.692791275067025,369
3,9.77832942330783,369
4,9.335183341526609,369
5,9.692791275067025,369
6,9.692791275067025,369
1,9.692791275067025,370
2,9.692791275067025,370
3,9.77832942330783,370
4,9.335183341526609,370
5,9.692791275067025,370
6,9.692791275067025,370
1,9.692791275067025,371
2,9.692791275067025,371
3,9.77832942330783,371
4,9.335183341526609,371
5,9.692791275067025,371
6,9.692791275067025,371
1,9.692791275067025,372
2,9.692791275067025,372
3,9.77832942330783,372
4,9.335183341526609,372
5,9.692791275067025,372
6,9.692791275067025,372
1,9.692791275067025,373
2,9.335183341526609,373
3,9.77832942330783,373
4,9.335183341526609,373
5,9.692791275067025,373
6,9.692791275067025,373
1,9.692791275067025,374
2,9.692791275067025,374
3,9.77832942330783,374
4,9.335183341526609,374
5,9.692791275067025,374
6,9.692791275067025,374
1,9.692791275067025,375
2,9.335183341526609,375
3,9.77832942330783,375
4,9.335183341526609,375
5,9.692791275067025,375
6,9.692791275067025,375
1,9.692791275067025,376
2,9.692791275067025,376
3,9.77832942330783,376
4,9.335183341526609,376
5,9.692791275067025,376
6,9.692791275067025,376
1,9.692791275067025,377
2,9.692791275067025,377
3,9.77832942330783,377
4,9.335183341526609,377
5,9.692791275067025,377
6,9.692791275067025,377
1,9.692791275067025,378
2,9.692791275067025,378
3,9.77832942330783,378
4,9.335183341526609,378
5,9.692791275067025,378
6,9.692791275067025,378
1,9.692791275067025,379
2,9.692791275067025,379
3,9.77832942330783,379
4,9.335183341526609,379
5,9.692791275067025,379
6,9.692791275067025,379
1,9.692791275067025,380
2,9.692791275067025,380
3,9.77832942330783,380
4,9.335183341526609,380
5,9.692791275067025,380
6,9.692791275067025,380
1,9.692791275067025,381
2,9.335183341526609,381
3,9.77832942330783,381
4,9.335183341526609,381
5,9.692791275067025,381
6,9.692791275067025,381
1,9.692791275067025,382
2,9.335183341526609,382
3,9.77832942330783,382
4,9.335183341526609,382
5,9.692791275067025,382
6,9.692791275067025,382
1,9.692791275067025,383
2,9.692791275067025,383
3,9.77832942330783,383
4,9.335183341526609,383
5,9.692791275067025,383
6,9.692791275067025,383
1,9.692791275067025,384
2,9.692791275067025,384
3,9.77832942330783,384
4,9.335183341526609,384
5,9.692791275067025,384
6,9.692791275067025,384
1,9.221540677622308,385
2,9.57745456362713,385
3,9.221540677622308,385
4,9.221540677622308,385
5,9.205433514545172,385
6,9.221540677622308,385
1,9.692791275067025,386
2,9.692791275067025,386
3,9.77832942330783,386
4,9.335183341526609,386
5,9.692791275067025,386
6,9.692791275067025,386
1,9.692791275067025,387
2,9.692791275067025,387
3,9.77832942330783,387
4,9.335183341526609,387
5,9.692791275067025,387
6,9.692791275067025,387
1,9.692791275067025,388
2,9.692791275067025,388
3,9.77832942330783,388
4,9.335183341526609,388
5,9.692791275067025,388
6,9.692791275067025,388
1,9.692791275067025,389
